ID,Tweet Content,Likes,Retweets,Replies,Tweet Creation Date,Engagement,Engagement_Level,Emocion,Intensidad,Prob_Emocion
274,"NUEVO PODCAST
Esta tarde me visitan los cracks de Ayax y Prok, para una tertulia muy diversa donde hablaremos de todo. ¡No te lo pierdas!",2237,149,77,2022-09-27 12:54:55,2463,Bajo,Alegría,Alta,0.977
275,"Padres normales del mundo mandan saludos a sus hijos por whatsapp.
Mi padre 
@PapaGiorgioReal
 me envía esto:",5541,324,129,2022-09-28 18:22:01,5994,Medio,Neutral,Alta,0.995
276,"NUEVO PODCAST
Esta vez, Ayax y Prok me hablan de su vida, sus aventuras, lo que significa el rap para ellos, la importancia de la cultura y mucho más. ¡Gran podcast!",1142,51,52,2022-09-29 14:45:07,1245,Bajo,Alegría,Alta,0.996
277,"A muchos os está saliendo este mensaje de error al intentar ver el último podcast, y ya son varios vídeos los que me ha dado este mismo error. SOLO AFECTA a la app de los iphones, desde cualquier otra plataforma va todo bien.
Así que si usáis Iphone, podéis verlo en la web o pc.",2432,70,51,2022-09-30 13:53:28,2553,Bajo,Neutral,Alta,0.885
278,"Hoy ha muerto mi admirado Jesús Quintero, para mí uno de los mejores entrevistadores de la historia y una referencia total sobre como llevar una conversación, cosa que intento aplicar a mi manera en The Wild Project.
Descansa en paz, genio.",4994,195,34,2022-10-03 20:39:13,5223,Medio,Tristeza,Alta,0.837
279,"NUEVO PODCAST
Tertulia con los genios de Darma y Kira Sensei, donde hablaremos de las noticias más interesantes de los últimos días y también aprenderemos sobre Japón. No os lo perdáis :)

https://
youtu.be/VgmzQm2ig1k",1190,63,34,2022-10-04 14:32:30,1287,Bajo,Neutral,Media,0.593
280,"Dejaros de salseos, lo mejor de 2022 es que Apple tendrá que jubilar de una puta vez su cable lightning.",8986,236,67,2022-10-04 15:31:41,9289,Medio,Enfado,Alta,0.933
281,Pues se ha quedado buena noche de Europa League.,9269,261,99,2022-10-04 20:58:21,9629,Medio,Neutral,Alta,0.876
282,"Aunque ha sido un robo, el Barça ha jugado como el culo, mal partido en general, y desde luego a día de hoy no está para luchar de tú a tú con los grandes de Europa. Quizás en unos meses, pero no ahora.",12311,530,469,2022-10-04 21:31:27,13310,Alto,Enfado,Media,0.537
283,"NUEVO PODCAST
Darma y Kira Sensei me acompañan para un podcast centrado en Japón y en sus particularidades. ¡Muy recomendado!",996,50,23,2022-10-06 15:01:18,1069,Bajo,Alegría,Alta,0.966
284,Like si queréis un vídeo en mi canal con toda la historia real de Jeffrey Dahmer.,64245,1426,610,2022-10-09 13:08:59,66281,Viral,Neutral,Alta,0.983
285,"NUEVO PODCAST
Espero que me respeten: nueva tertulia en The Wild Project ",984,43,26,2022-10-11 14:17:56,1053,Bajo,Neutral,Alta,0.876
286,Que el puto culebrón de Mbappé vuelva a abrirse sí que es una historia de terror de Halloween.,8885,294,74,2022-10-11 17:42:07,9253,Medio,Sorpresa,Media,0.614
287,"Este canal: 
@datos_twp
 es una de las locuras más grandes que he visto en mi vida. No sé quién es, pero hace estadísticas de absolutamente todo del podcast. Solo falta que nos haga una media del tamaño del miembro de los participantes, y listos.",4019,83,28,2022-10-11 23:19:01,4130,Medio,Alegría,Media,0.57
288,"Por favor que se nos pegue por un partido la potra del Madrid, Jesucristo solo te pido esto.",13519,503,458,2022-10-12 20:43:13,14480,Alto,Neutral,Media,0.691
289,"El podcast de hoy creo sinceramente que es de los mejores de toda la historia de The Wild Project. Hablamos de la corrupción absoluta de la prensa, el poder del palco del Bernabeu, de conflictos por el mundo, de canibalismo, la realidad de Putin… De verdad, muy top.",13723,497,321,2022-10-13 14:24:19,14541,Alto,Alegría,Media,0.713
290,"NUEVO PODCAST
David Jiménez, exdirector de EL MUNDO, y que fue cesado un año después por no ceder ante la corrupción y la manipulación que impera en España, me visita en uno de los podcasts más tops que creo he hecho. ¡No lo podéis perder!",2491,327,67,2022-10-13 14:37:56,2885,Medio,Alegría,Alta,0.98
291,Somos muy malos.,21875,754,375,2022-10-16 15:32:50,23004,Alto,Neutral,Media,0.53
292,"- Eric García, Sergi Roberto, no pueden ser titulares del Barça
- Raphinha lo da todo pero no acaba nada. Ansu Fati 90 minutos de una vez
- Busquets solo funciona si el Barça juega a lo suyo, necesitamos otro titular que sea versátil
- De Jong siempre en mi equipo",20069,1139,438,2022-10-16 16:33:27,21646,Alto,Neutral,Alta,0.961
293,"NUEVO PODCAST
La tertulia como cada semana en vuestro querido podcast, no os lo podéis perder o iréis al infierno.",852,35,23,2022-10-18 15:11:16,910,Bajo,Neutral,Media,0.748
294,"Pues al final tendré que hacer la serie de RESIDENTE DEL MAL 4, está demasiado guapo.",8283,216,127,2022-10-21 13:23:23,8626,Medio,Alegría,Alta,0.797
295,"NUEVO VÍDEO
Me lo habíais pedido como locos, y yo cumplo con vuestros deseos. El vídeo con la historia REAL de Jeffrey Dahmer: El carnicero de Milwaukee.",3028,149,32,2022-10-21 14:04:08,3209,Medio,Alegría,Media,0.556
296,¿Este Barça no podría aparecer en la Champions? ,20676,1163,799,2022-10-23 19:24:59,22638,Alto,Neutral,Alta,0.99
297,"Internet es un sitio peligroso, hay mucho odio y malas personas.
El internet real:",18520,649,74,2022-10-24 14:23:36,19243,Alto,Enfado,Baja,0.411
298,"NUEVO PODCAST
Tertulia como cada semana en The Wild Project :)

https://
youtu.be/efrnMqwv2og",744,35,17,2022-10-25 14:39:29,796,Bajo,Alegría,Media,0.502
299,"ESTE MIÉRCOLES EMPIEZA... ¡LA SEMANA DE HALLOWEEN EN EL RINCÓN DE GIORGIO!

Hasta el día 31 Halloween, cada día un vídeo de temática terrorífica.

Este año va a ser brutal y acojonante...",5785,380,100,2022-10-25 21:44:51,6265,Medio,Alegría,Alta,0.969
300," COMIENZA LA SEMANA DE HALLOWEEN 2022 
Empezamos fuertes, con el análisis psicológico de una de las entrevistas más chocantes de la historia: la que se la hace a Jeffrey Dahmer delante de su padre…

https://
youtu.be/EnSI4itGkng
Y cada día, ¡Nuevo vídeo de terror y misterio!",1529,115,23,2022-10-26 14:55:25,1667,Bajo,Sorpresa,Baja,0.493
301,"El genio de 
@nategentile7
 me ayuda a montar mi nuevo ordenador de 2.347.852.476.287€ en un vídeo en su canal que la verdad es que es la hostia :)
¡Echadle un vistacillo que os lo pasaréis bien!",2850,86,46,2022-10-26 17:27:49,2982,Medio,Alegría,Alta,0.996
302,El Barça en la Champions be like,3740,115,69,2022-10-26 20:00:20,3924,Medio,Neutral,Alta,0.973
303,"¿Los ESLAND van a ser en Mexico?
Ya tengo tema de debate en The Wild Project para un buen rato.",46356,615,470,2022-10-27 12:54:26,47441,Alto,Neutral,Alta,0.992
304,"Este 4 de Noviembre voy a estar en Barcelona, en el FNAC TRIANGLE a las 18h, firmando mi nuevo libro. Me podréis conocer y sacaros una foto y un abrazote.
Os dejo un link porque SÍ O SÍ os tenéis que registrar, por un tema de aforo. ¡Plazas limitadas!

https://
bit.ly/3DAjjdo",1538,59,54,2022-10-27 13:22:24,1651,Bajo,Alegría,Alta,0.877
305,"LA SEMANA DE HALLOWEEN 2022
Seguimos con el vídeo diario de terror, en este caso la historia real de Nevada-Tan, la niña de 11 años que mató de forma brutal a su amiga y compañera de clase.",1304,80,18,2022-10-27 14:13:49,1402,Bajo,Neutral,Alta,0.827
306,"NUEVO PODCAST
Esto no para 
El crack de Juan Soto Ivars, uno de los tíos más claros al hablar que puedes encontrarte, me visita para un podcast que levantara sentimientos, sin duda. ¡No os lo perdáis!

https://
youtu.be/bO39I7zvgkg",973,79,29,2022-10-27 15:52:38,1081,Bajo,Alegría,Alta,0.994
307,"¡YA NO PUEDO ESPERAR MÁS, LO ANUNCIO Y ALE!
Este sábado vuelve RESIDENTE DEL MAL 8 PUEBLO a mi canal. Voy a estar en directo pasándome el DLC de SHADOWS OF ROSE con todos vosotros, como parte de La Semana de Halloween.
Nos veremos este sábado a las 11pm (hora española). ¡Besos!",7556,304,103,2022-10-27 18:59:22,7963,Medio,Alegría,Alta,0.99
308,"Al final, esto de los ESLAND en Mexico ha provocado una especie de guerra sin sentido entre LATAM y España, cuando parecía que mejor nos estábamos llevando.
Los premios deberían unir, no separar y hacernos discutir por puras chorradas.",58924,2082,1968,2022-10-28 14:03:56,62974,Viral,Enfado,Media,0.603
309,"NUEVO VÍDEO DE LA SEMANA DE HALLOWEEN
Terrifier 2, la película de la que más se está hablando en años, con gente que tiene que salir mareada y vomitando del cine. ¿Hay para tanto? ¡Lo veremos en este análisis!

https://
youtu.be/qNUZla5VXHE",1403,69,33,2022-10-28 14:37:27,1505,Bajo,Neutral,Alta,0.867
310,Like si os está gustando mucho esta SEMANA DE HALLOWEEN en mi canal ,10111,162,144,2022-10-28 19:17:45,10417,Alto,Alegría,Alta,0.871
311,"EN UNA HORA EN DIRECTO JUGANDO AL RESIDENT EVIL 8 DLC PARA CELEBRAR LA SEMANA DE JALOUIN
¡Todo el mundo pa'dentro que esto es histórico!",1285,56,37,2022-10-29 19:55:10,1378,Bajo,Alegría,Alta,0.986
312,"Uf, me expresé horrible aquí, quizás el no preparado intelectualmente soy yo 
Veníamos de varias noticias semanales de polémicas por su parte y me calenté, no tengo ni idea de su nivel intelectual, por lo que lo siento de verdad.
Pero, un activista NO debería ser ministro. 
https://
x.com/wallstwolverin
/wallstwolverine/status/1586082236927209472
…",14601,888,1187,2022-10-30 15:03:58,16676,Alto,Tristeza,Baja,0.489
313,"Jake Paul ganó a Anderson Silva, leyenda de la UFC de 47 años en un combate de boxeo, que sinceramente, estuvo muy entretenido.
Todo esto es show, pero me muero de ganas de ver a Paul contra un boxeador de verdad a ver qué pasa… quizás hay sorpresa. O no.",5338,92,113,2022-10-30 15:35:15,5543,Medio,Neutral,Media,0.52
314,"NUEVO VÍDEO DE LA SEMANA DE HALLOWEEN
Hoy toca una experiencia que imita lo que puede sentir una persona durante un brote psicótico, una sensación dura y terrorífica, peor que muchas películas de miedo.",972,49,21,2022-10-30 15:46:24,1042,Bajo,Neutral,Media,0.622
315,"El Barça gana la Liga y la Copa del Rey. El Madrid la Champions.
¿Firmáis?",678,35,136,2022-10-30 16:11:05,849,Bajo,Neutral,Alta,0.902
316," ÚLTIMO VÍDEO DE LA SEMANA DE HALLOWEEN 
Se termina esta Semana de Halloween por todo lo alto, con un vídeo de una web extremadamente macabra, que me ha dejado tocado al terminar de grabar...

https://
youtu.be/eG5nIllWtHU",1235,57,32,2022-10-31 15:09:43,1324,Bajo,Neutral,Media,0.506
317,"PODCAST ESPECIAL HALLOWEEN
Recopilación de las mejores historias de terror y paranormales en todo el año. Feliz Halloween 

https://
youtu.be/R2XAcKxvAEg",906,47,9,2022-10-31 18:48:38,962,Bajo,Alegría,Alta,0.896
318,"Esta SEMANA DE HALLOWEEN en el canal ha sido la de mayor éxito con diferencia, más de 11 millones de visitas en 6 días, estoy agotado pero ha valido la pena.
Gracias a todos por el apoyo y nos vemos el año que viene en la siguiente edición ",7538,283,139,2022-10-31 19:53:36,7960,Medio,Alegría,Alta,0.995
319,"NUEVO PODCAST
Eduardo Sáenz de Cabezón, matemático y divulgador, me visita para un podcast mega interesante donde las matemáticas van a parecer misteriosas y diverdas, DE VERDAD. Un crack 
@edusadeci",1178,91,41,2022-11-03 16:00:15,1310,Bajo,Alegría,Alta,0.992
320,"Ya podéis encontrar en todas las librerías mi nuevo libro 
Librito donde hablo de temas sociales, experiencias vitales, y temas tabú como el suicidio y la salud mental, todo ello avalado con estudios científicos e investigaciones. ¡Espero que os guste!",5128,164,88,2022-11-03 16:55:29,5380,Medio,Alegría,Alta,0.949
321,De los mejores defensas de la historia del club y una leyenda absoluta. ¡Mucho éxito en esta nueva etapa!,8917,238,47,2022-11-03 19:13:28,9202,Medio,Alegría,Alta,0.996
322,"Se nos ha metido algo en el ojo 

#Sempr3  ",5091,232,29,2022-11-05 22:26:19,5352,Medio,Sorpresa,Media,0.689
323,"NUEVO PODCAST
Tertulia como cada semana con los tertulianos más top del mundo ",713,38,16,2022-11-08 15:27:20,767,Bajo,Alegría,Media,0.646
324,"Siempre me apunto para joder a Francia. 
@IbaiLlanos
 y yo seremos los entrenadores de ESPAÑITA. La táctica: balones a PapiGavi y que invente.",37444,1292,235,2022-11-08 20:37:21,38971,Alto,Neutral,Alta,0.89
325,"NUEVO VÍDEO
Zazza el Italiano, que visita los barrios más peligrosos, viene al podcast para un podcast muy chulo donde analizará lo que ve.",1803,85,40,2022-11-10 15:17:47,1928,Bajo,Neutral,Alta,0.878
326,"NUEVO PODCAST

@MundoMaldini
 me visita para un podcast Especial del Mundial donde se analizarán los equipos más importantes, los jugadores top y se hará la predicción. Además, hablaremos de la actualidad del mundo furbo y mucho más.",1837,102,48,2022-11-15 15:51:29,1987,Bajo,Neutral,Alta,0.979
327,Putin estate tranquilo anda,16092,506,249,2022-11-16 03:16:29,16847,Alto,Neutral,Alta,0.785
328,Va a salir un juego que será un SIMULADOR DE JESUCRISTO. Es lo único que puede traer la paz al mundo amigos.,16141,725,235,2022-11-16 20:46:17,17101,Alto,Neutral,Alta,0.975
329,"NUEVO PODCAST
Oswald Aulestia, uno de los falsificadores más grandes del mundo, buscado por el FBI, varias veces en la cárcel... me visita para un surrealista y emocionante podcast, en el que me cuenta su alocada vida. ¡No te lo puedes perder!

https://
youtu.be/7rA5gar_4Xw",1400,62,38,2022-11-17 15:12:07,1500,Bajo,Alegría,Media,0.703
330,"NUEVO VÍDEO
El hombre que estuvo 83 días siendo radioactivo, la peor muerte jamás registrada. Hisashi Ouchi.",1655,58,31,2022-11-20 16:00:59,1744,Bajo,Neutral,Baja,0.323
331,Yo he sido de Arabia Saudí desde pequeño.,25780,1036,288,2022-11-22 13:41:53,27104,Alto,Neutral,Alta,0.936
332,este mundial esta loco,8350,240,66,2022-11-22 14:23:02,8656,Medio,Neutral,Media,0.609
333,"NUEVO PODCAST
Tertulia como cada semana en The Wild Project, no os lo podéis perder. 5 horitas en esta ocasión...",653,35,28,2022-11-22 15:38:42,716,Bajo,Alegría,Media,0.688
334,"Amores madrileños, este lunes 28 estaré en mi querida ciudad para firmar mi nuevo libro. Simplemente debéis apuntaros al link, porque las plazas son limitadas (no tardéis en registraros, que se terminarán rápido )

https://
my.weezevent.com/Jordi-Wild-asi
-es-la-puta-vida
…",855,48,27,2022-11-22 17:02:29,930,Bajo,Neutral,Alta,0.891
335,"¡Rápido contestad sin pensar!
¿Quién gana?",1018,44,93,2022-11-23 13:41:02,1155,Bajo,Neutral,Media,0.723
336,LUIS PADRIQUE ES NUESTRO DIOS. SUBIDO YA EN LA LUISENRIQUETA.,26492,1443,175,2022-11-23 17:53:39,28110,Alto,Neutral,Alta,0.968
337,"NUEVO PODCAST
Antonio Fernandes, hacker legendario, me visita para un podcast con mucha ciberseguridad y anécdotas y trucos de hacking brutales! No os lo perdáis ",855,55,31,2022-11-24 15:46:00,941,Bajo,Alegría,Alta,0.964
338,"Youtuber/streamer promedio al levantarse be like:
A ver, con qué equipo latino me toca ir hoy????",13155,279,111,2022-11-27 13:43:47,13545,Alto,Neutral,Alta,0.992
339,"Quién gana hoy, rápido",872,46,76,2022-11-27 14:38:55,994,Bajo,Neutral,Alta,0.937
340,Luis Padrique en ti confío.,4166,113,17,2022-11-27 19:42:25,4296,Medio,Neutral,Media,0.641
341,"Fuera de coñas, antes de morir necesito traer a The Wild Project a 
@LUISENRIQUE21
 
¿Gusta la idea?",47207,1482,563,2022-11-27 19:57:27,49252,Alto,Neutral,Alta,0.881
342,"Hoy no puede haber tertulia, que esta semana estoy de viaje, y el podcast con el invitado se publicará el viernes. Invitado mega top que nos ayudará a comprender como funciona el mundo… ¡No digo más!",4253,68,118,2022-11-29 14:42:20,4439,Medio,Alegría,Alta,0.903
343,"Esto no para, muchas gracias ",13404,474,128,2022-11-30 20:11:39,14006,Alto,Alegría,Alta,0.989
344,"Si nos tiene que eliminar alguien, que sean los tíos que inventaron a Son Goku.",26506,904,157,2022-12-01 20:10:26,27567,Alto,Neutral,Alta,0.886
345,"Este tío tiene una de las historias más surrealistas, interesantes e injustas que jamás he narrado. Como habiendo cometido un asesinato terrible, pudo vivir buena parte de su vida como un famoso en Japón, sin casi castigo.
Hice vídeo en el Rincón hace tiempo. Recomendado ",10519,410,95,2022-12-02 13:50:44,11024,Alto,Tristeza,Alta,0.938
346,"NUEVO PODCAST
El Coronel Pedro Baños 
@geoestratego
 me visita personalmente para un episodio en el que nos explicará en qué situación geopolítica nos encontramos ahora mismo, en un mundo tan convulso y en pleno cambio de poderes. ¡No te lo pierdas!",2023,217,117,2022-12-02 15:19:29,2357,Bajo,Neutral,Alta,0.98
347,"NUEVO PODCAST
Tertulia como cada semana, hoy se iniciará a las 6 de la tarde para que no coincida con el España-Marruecos. Viva er furbo!

https://
youtu.be/3htYqm6KfPo",983,39,26,2022-12-06 15:07:48,1048,Bajo,Alegría,Alta,0.956
348,A España le ha dado un brote de barcelonitis aguda.,54929,3199,697,2022-12-06 17:51:29,58825,Viral,Neutral,Alta,0.92
349,"NUEVO PODCAST
Juan Ramón Rallo me visita para un podcast sobre economía en el que hablaremos de la situación actual, el drama del Bitcoin, qué significa el liberalismo y mucho más.
¡No te lo pierdas!",1620,117,62,2022-12-08 15:13:47,1799,Bajo,Neutral,Media,0.524
350,"Me da igual lo que pase, ELDEN RING es el juego del año. Y si no estás de acuerdo, estás equivocado.",19677,810,415,2022-12-09 03:40:10,20902,Alto,Neutral,Alta,0.969
351,Pues al final ha ganado el GOTY Bill Clinton.,12967,497,98,2022-12-09 03:59:45,13562,Alto,Neutral,Alta,0.849
352,vil klinton,8522,293,100,2022-12-09 04:03:39,8915,Medio,Neutral,Alta,0.827
353,"NUEVO PODCAST
Hoy viene un genio del humor!!! Joaquín Reyes, creador de La hora chanante y Muchachada Nui, me visita para hablar del humor y de la vida. ¡No te lo pierdas!",863,44,21,2022-12-16 15:16:23,928,Bajo,Alegría,Alta,0.991
354,"Si os caen mal los argentinos, los franceses os tienen que caer peor, no me jodas. Así que hoy todos con Argentina boludos ",70497,4373,864,2022-12-18 14:32:55,75734,Viral,Enfado,Alta,0.906
355,"Madre mía Argentina, les va a meter un saco ",12518,221,127,2022-12-18 15:41:24,12866,Alto,Sorpresa,Media,0.503
356,VALE YA HE GAFADO A LOS ARGENTINOS,10103,130,84,2022-12-18 16:44:39,10317,Alto,Neutral,Media,0.628
357,Medio mundo ahora,10800,723,56,2022-12-18 17:37:04,11579,Alto,Neutral,Alta,0.788
358,"Gane quien gane, VAYA FINAL MÁS ESPECTACULAR!!!! Bravo por los dos equipos!",9518,266,32,2022-12-18 17:48:54,9816,Medio,Alegría,Alta,0.995
359,Messi al fin ya tiene su Mundial. ¿Podemos decir de una puta vez que es el MEJOR DE LA HISTORIA?,177533,19062,3466,2022-12-18 17:54:56,200061,Viral,Alegría,Alta,0.884
360,"Cuando penséis que habéis tomado malas decisiones en la vida, mirad esto. No estáis tan mal.",25035,1323,132,2022-12-18 21:55:02,26490,Alto,Neutral,Alta,0.872
361,"NUEVO PODCAST
Última tertulia antes de Navidad, por lo que vamos vestidos como toca. ¡Todos a verlo!",835,45,15,2022-12-20 15:24:08,895,Bajo,Alegría,Media,0.643
362,"Pues al final sí he podido ser nominado.
Vamos a por el segundo, ¿no?",33114,1022,223,2022-12-20 18:04:49,34359,Alto,Neutral,Alta,0.901
363,"Aquí con mi amigo 
@Caith_Sith
 en un podcast de 4 horas sobre videojuegos y amor. ¡Muy chula la conversa!

https://
youtu.be/5piOqc-_GbI",1225,68,19,2022-12-21 19:16:27,1312,Bajo,Alegría,Alta,0.987
364,"NUEVO PODCAST
Podcast maravilloso y duro a la vez. Uno de los supervivientes de la tragedia de los Andes me visita para explicarme lo que vivió. Desde la antropofagia, hasta aguantar temperaturas extremas 2 meses y medio...¡No os lo perdáis!",1787,116,58,2022-12-22 15:18:42,1961,Bajo,Alegría,Alta,0.978
365,"Han pasado días, pero gracias Argentina por no dejar que Francia ganara otro mundial.",38014,1245,245,2022-12-23 02:40:12,39504,Alto,Alegría,Alta,0.981
366,Lo jodido de los ESLAND es que al matarse todos los nominados entre sí no quedará nadie para recoger premios en enero.,8800,138,67,2022-12-23 14:13:50,9005,Medio,Tristeza,Media,0.732
367,"De las mejores entrevistas en prensa que me han hecho, nuy interesante ",1106,36,15,2022-12-23 15:22:00,1157,Bajo,Alegría,Alta,0.851
368,"Estéis solos o acompañados, celebréis la Navidad o algún extraño ritual pagano, os deseo a todos que paséis unos días muy hermosos y que comáis tanto turrón que os explote el colon.
Se os quiere ",7790,248,49,2022-12-24 20:54:13,8087,Medio,Alegría,Alta,0.88
369,EL MENSAJE DEL AUTÉNTICO REY,15426,1239,137,2022-12-24 21:23:03,16802,Alto,Neutral,Media,0.716
370,"Esta semana y la que viene no habrá podcast por pequeñas vacaciones navideñas, vuelvo a la trinchera después de Reyes.
¡El día 10 de Enero regresa The Wild Project!",5225,97,86,2022-12-27 14:08:17,5408,Medio,Alegría,Alta,0.905
371,"Llego a sacar la colonia Olvidona y me hago trillonario.
Gran trabajo de todos en este Rewind 2022 ¡Espectacular!: 
https://
youtu.be/IbAuuxBFwoo",38104,2760,554,2022-12-29 18:27:18,41418,Alto,Alegría,Alta,0.993
372,EL ÚNICO MENSAJE DE FIN DE AÑO QUE OS TIENE QUE IMPORTAR.,13662,1334,145,2022-12-31 19:33:14,15141,Alto,Neutral,Alta,0.971
373,2023 va a ser PEOR o MEJOR que el 2022,1119,68,99,2023-01-01 14:42:34,1286,Bajo,Neutral,Alta,0.844
374,"Hoy estáis de resaca, NO ME MINTÁIS!!!!
Nada mejor que un día post-alcohol, para ver el resumen de lo mejor de The Wild Project del 2022, con auténticas leyendas que me han visitado:

https://
youtu.be/HtF9nZnEukU
Feliz año.",2253,69,37,2023-01-01 16:18:32,2359,Bajo,Alegría,Alta,0.968
375,"Nominado definitivamente.
¡¿Vamos a México o qué pasa?!",15421,279,163,2023-01-02 20:41:53,15863,Alto,Neutral,Media,0.627
376,"No conocía el caso de Elena Huelva hasta hace unos pocos días, pero me parece admirable como una chica tan joven con un cáncer así visibilice los peores momentos de la enfermedad y como su positividad puede ayudar a otros en su situación.
Pase lo que pase, ánimos y gracias.",7760,209,28,2023-01-03 14:30:51,7997,Medio,Alegría,Alta,0.962
377,"Me encantaría saber cuál es el juego con más porcentaje de devoluciones de Steam.
Yo apostaría por Elden Ring, mucho nombre pero chungo para los más casuals.
¿Cuál dirías vosotros?",19100,244,669,2023-01-04 13:46:55,20013,Alto,Neutral,Alta,0.981
378,"La comunidad hispana antes de anunciarse los Esland: paz y amor.
La comunidad ahora:",9373,289,91,2023-01-04 22:09:07,9753,Medio,Neutral,Alta,0.949
379,"Mi gente, lo he intentado todo, pero YOUTUBE me está dando muchos problemas para procesar el podcast, y no sé ni a qué hora podría subirlo. Por lo que lo dejo para mañana, a las 5 de la tarde como siempre, y el 1vs1 el viernes a la misma hora. Y os aviso que se viene un genio ",5267,95,100,2023-01-10 17:05:00,5462,Medio,Neutral,Alta,0.987
380,"NUEVO PODCAST
Hoy sí, hoy regresa la tertulia a The Wild Project, junto a mi Tamayito y Nate. ¡No os lo perdáis!

https://
youtu.be/0r3XtsYmNzI",1322,53,33,2023-01-11 14:09:22,1408,Bajo,Alegría,Alta,0.945
381,Desde Tupac y Notorious no se había visto un diss track con tanta mala hostia OMG,83749,4337,1130,2023-01-12 00:25:01,89216,Viral,Sorpresa,Media,0.686
382,shakira volviendo a casa después de grabar el bzrp session,55456,4039,292,2023-01-12 02:37:07,59787,Viral,Neutral,Alta,0.953
383,Todos histéricos y la reacción de Piqué va a ser anunciar un fichaje de la King’s League y un emoji.,48013,1377,436,2023-01-12 14:44:23,49826,Alto,Neutral,Alta,0.947
384,Y este verano querían echar a Frenkie de Jong… madre mía.,14562,462,95,2023-01-15 20:42:54,15119,Alto,Neutral,Baja,0.386
385,"TODOS A LA XAVINETA, NO ESPERA A NADIE!!",19405,901,113,2023-01-15 21:03:18,20419,Alto,Alegría,Media,0.52
386,"NUEVO PODCAST
Papa Giorgio y Antonio García Villarán juntos en una tertulia épica que os va a encantar. ¡No os la perdáis!",997,43,14,2023-01-17 15:21:26,1054,Bajo,Alegría,Alta,0.994
387,"El 17 de febrero nace DWT - Dogfight Wild Tournament
Mi evento de combate underground que no os vais a querer perder…
17 de Febrero en streaming desde El Rincón de Giorgio, estad atentos que se vienen novedades ",12449,1126,215,2023-01-17 18:31:54,13790,Alto,Alegría,Alta,0.762
388,"NUEVO PODCAST
Juan Carlos Unzué, ex jugador y entrenador de la élite del fútbol, y enfermo de ELA, me visita para un podcast donde comprobaremos que las ganas de vivir pueden existir en cualquier situación.",1574,187,33,2023-01-19 15:48:50,1794,Bajo,Neutral,Alta,0.992
389,"Como os habéis portado bien, en pocos minutos nuevo videaso en EL RINCÓN DE GIORGIO...",7354,129,86,2023-01-22 14:54:22,7569,Medio,Neutral,Alta,0.929
390,"NUEVO VÍDEO
El terrible caso Becowitz, o como una pareja de amantes estuvieron durante 3 días haciendo lo que nadie se hubiera atrevido...",2527,84,40,2023-01-22 15:09:11,2651,Bajo,Neutral,Media,0.657
391,"NUEVO PODCAST
Tertulia como cada semana, con las noticias más interesantes. Y sí, revelo lo de ""obsceno""...",1304,59,61,2023-01-24 15:54:55,1424,Bajo,Neutral,Alta,0.97
392,"NUEVO PODCAST
Lo habíais pedido durante años... y aquí lo tenéis: EL BANANERO, leyenda de internet antes de que existiera la viralidad, me visita y la charla vale mucho la pena!

https://
youtu.be/qBp2f_vJcD4",6744,543,207,2023-01-26 14:56:03,7494,Medio,Alegría,Alta,0.995
393,"Mañana operan a mi papi, mandad los besos y abrazos más grandes de internet ",9124,200,148,2023-01-26 22:15:10,9472,Medio,Alegría,Alta,0.967
394,"Deciros simplemente que Papa Giorgio aka DIOS ha superado la operación, todo ha ido genial y mañana estará en casa preparado para la guerra.
Gracias por vuestros mensajes de ánimo  sois muy bonicos ",95784,2437,731,2023-01-27 21:10:24,98952,Viral,Alegría,Alta,0.996
395,Tamayo te va a unos premios internacionales igual que a comprar chicles #real,49035,1672,333,2023-01-29 18:51:54,51040,Viral,Neutral,Alta,0.968
396,¿No ha ganado follacamiones? Ya pueden cerrar los Esland AHORA MISMO.,46436,2103,207,2023-01-29 20:51:13,48746,Alto,Neutral,Alta,0.991
397,"Va por ti Tamayo y follacamiones
#SegundoEsland",48883,1546,153,2023-01-29 22:19:42,50582,Alto,Neutral,Alta,0.99
398,"NUEVO PODCAST
Como cada semana, tertulia con los mejores colaborares charlando sobre las noticias más interesantes de los últimos días. Por supuesto, hablaremos de los ESLAND y mucho más!",984,41,16,2023-01-31 15:39:03,1041,Bajo,Alegría,Alta,0.982
399,"NUEVO PODCAST
Carles Porta, periodista y creador de uno de los programas más potentes ahora mismo: Crims, me visita para un podcast BRUTAL, con algunos casos de crónica negra tremendos. ¡No os lo perdáis!",1446,117,45,2023-02-02 15:28:33,1608,Bajo,Alegría,Alta,0.977
400,"Influencers/streamers/youtubers/otrosvividores que sigo:
Si queréis venir al evento de este 17 de Dogfight (DWT), decidme algo por MD y veo de cuadrarlo. Va a haber muy poquitas plazas, por lo que no puedo garantizar que todo el mundo tenga sitio... Será en la Catalunya central.",12853,212,209,2023-02-09 14:38:04,13274,Alto,Neutral,Alta,0.982
401,"NUEVO PODCAST
Sandra Estok, que fue víctima de un cibercriminal que le robó la identidad durante años, se recuperó y hoy en día es una grandísima experta en ciberseguridad. Un podcast con una historia personal muy chula y enriquecedora.

https://
youtu.be/rL_vk6fxCxY",1273,70,31,2023-02-09 15:29:28,1374,Bajo,Alegría,Alta,0.992
402,"#UFC284 
RÁPIDO, ¿QUIÉN GANA?",678,31,71,2023-02-12 05:11:57,780,Bajo,Neutral,Alta,0.962
